tag,actual,predicted,confidence,correct
NumeratorForDilutedEpsNetIncomeLossFromContinuingOperationsAfterAssumedConversions,Income,Income,0.47098347544670105,True
TaxesPaidOnEmployeesRestrictedShareAwardVestings,Other,Revenue,0.3741101622581482,False
DueToFromAdviser,Other,Liabilities,0.1901017427444458,False
BrazilMatterNumberofLawsuitsfiled,Other,Other,0.3454637825489044,True
SaleOfCommonStock,Equity,Assets,0.25836458802223206,False
TierTwoRiskBasedCapitalToRiskWeightedAssets2019RegulatoryMinimumRationPlusCapitalConservationBuffer,Assets,Assets,0.8222034573554993,True
MarketAndTerritoryAnalysis,Other,Assets,0.18102610111236572,False
InterestExpenseDomesticDepositLiabilitiesWithdrawalPenalties,Expenses,Liabilities,0.5646918416023254,False
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairmentsTax,Expenses,Other,0.5938465595245361,False
Productionandnonproductiondepreciationandamortizationexpense,Expenses,Expenses,0.7203056216239929,True
DeferredTaxAssetsOperatingLossCarryforwardDomesticSubsidiary,Assets,Assets,0.7052974700927734,True
IntellectualPropertyRightsOwnershipInterestToBeTransferredPercentage,Assets,Assets,0.28829851746559143,True
PromissoryNoteWasIssuedInTheFaceAmount,Other,Cost,0.4190440773963928,False
ComprehensiveIncomeNetOfTaxIncludingPortionsAttributableToNoncontrollingAndRedeemableInterest,Other,Income,0.842952311038971,False
SBAGuaranteeFee,Other,Cost,0.5746186971664429,False
FreshStartAdjustmentIncreaseDecreaseOtherLongTermDebt,Liabilities,Other,0.8574802875518799,False
CashReceivedInLieuOfDrillingServices,Assets,Revenue,0.28474321961402893,False
GoodwillWrittenOffRelatedToDisposalOfAssetsHeldForSale,Assets,Assets,0.8517940044403076,True
WarrantPurchased,Other,Cost,0.4546210467815399,False
IssueOfCommonStockForAcquiringLicenseValue,Equity,Cost,0.2480258047580719,False
SharesHeldInEquityInvestmentSold,Assets,Equity,0.4536597430706024,False
AmountHeldInTrustAccountUponClosingOfOffering,Other,Cost,0.21743415296077728,False
ScheduleOfSharebasedCompensationStockOptionsActivityZeroThreeFourNineFourZeroxcnpfVsndwLT,Equity,Equity,0.18161840736865997,True
FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInEarnings,Assets,Assets,0.8692339062690735,True
PaymentsToAcquireCommercialRealEstate2,Cash Flow,Equity,0.24097056686878204,False
PrincipalcollectionsoncreditrisktransferandnonAgencysecurities,Assets,Liabilities,0.1877170354127884,False
PaymentsToAcquirePreciousMetals,Cash Flow,Cost,0.4268266260623932,False
ScheduleOfSummaryOfConvertiblePromissoryNoteZeroThreeFiveThreeSixFourZeroThreeSixngEightcOneFkpwQSThree,Other,Revenue,0.16889281570911407,False
IncreaseDecreaseinAccountsReceivableandOtherAssetsIncludingRelatedParty,Assets,Assets,0.5170387029647827,True
ShareBasedCompensationPercentageOfTargetAwardGrantedForCalculatingMaximumAggregateAwardOfPerformanceShare,Other,Assets,0.25511759519577026,False
BorrowingsFromWorkingCapitalRevolvingCreditFacility,Equity,Cost,0.39477553963661194,False
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageGrantDateFairValue,Cash Flow,Assets,0.19918999075889587,False
DebtInstrumentConvertibleNumberOfLowestTradingPricesUsedToDetermineConversionPrice,Liabilities,Cost,0.5190795063972473,False
OtherComprehensiveIncomeLossPensionLiabilityAdjustmentTaxAmount,Liabilities,Other,0.7865039706230164,False
StockCompensationExpenseOnStockAward,Expenses,Cost,0.38909515738487244,False
UnderwritingAcquisitionAndInsuranceExpenses,Expenses,Expenses,0.7720999717712402,True
SharesOfCommonStockIssuanceToWarrants,Equity,Equity,0.2732332944869995,True
WarrantsGrantedPrice,Other,Cost,0.662528932094574,False
MogollonOptionCosts,Expenses,Cost,0.6420042514801025,False
CommitmentsAndContingenciesZeroThreeFiveTwoFiveZerowDrWcThreetkThreerSevenD,Other,Other,0.20201371610164642,True
ScheduleOfDisposalGroupsIncludingDiscontinuedOperationsCashFlowsDisclosuresZeroThreeFiveTwoSevenZerodGZeroThreerEightEightXkMCR,Assets,Cash Flow,0.7212003469467163,False
IncomeTaxZeroThreeFiveZeroZeroThreeNineNineNineThreeSZhrqbzJFTOne,Income,Income,0.8236351013183594,True
CompanyWillPayToTheLicensorAOneTimeFee1,Other,Cost,0.4309842586517334,False
LesseeLeasingArrangementsOperatingLeasesAreaofLease,Other,Liabilities,0.17361855506896973,False
MarketableSecuritiesRestrictedCurrent,Assets,Assets,0.1992182731628418,True
IssuanceOfCommonStockValue,Equity,Equity,0.3873843550682068,True
NetAmountRetained,Equity,Income,0.18322500586509705,False
SpecialVotingSharesValue,Equity,Other,0.2819212079048157,False
EquityMethodInvestmentsBasisAdjustments,Assets,Equity,0.8403179049491882,False
GuarantyFees,Other,Cost,0.4809212386608124,False
PlacementCostsRelatedToNotesPayableInGold,Expenses,Cost,0.4518536627292633,False
NotionalAmountOfInterestRateDerivativesMaturingInYearFour,Other,Cost,0.3858790397644043,False
SeriesAUepHoldingsLlcParValue,Other,Equity,0.6091986894607544,False
IncreaseDecreaseRevenuePayable,Revenue,Revenue,0.6746714115142822,True
PaymentsForProceedsFromRentalOperations,Cash Flow,Revenue,0.41817334294319153,False
AtmAndCheckCardFeesExpenses,Expenses,Expenses,0.8356553912162781,True
RelatedPartyTransactionsZeroThreeFiveTwoSevenZeroSbpQngXRTggm,Other,Other,0.3089924156665802,True
BusinessCombinationContingentConsiderationLiabilityPayment,Liabilities,Liabilities,0.709870457649231,True
BusinessCombinationConsiderationTransferredRestrictedStockUnits,Equity,Assets,0.2875027656555176,False
ScheduleOfEffectiveIncomeTaxRateReconciliationZeroThreeFourNineEightZerockrZSgwdSixRld,Income,Income,0.7353198528289795,True
InterestBearingDepositLiabilitiesMeasuredAtFairValue,Liabilities,Liabilities,0.945615291595459,True
LegalSettlementPayable,Liabilities,Cost,0.31467363238334656,False
SeriesAConvertiblePreferredStockOutstanding,Equity,Assets,0.3414776027202606,False
NumberOfConsecutiveNonpaymentsForTdrLoanToBeDeemedDefault,Cash Flow,Liabilities,0.47269973158836365,False
MineralPropertyCostsZeroThreeFiveThreeSixZeropKCzcTMxvxTSeven,Expenses,Cost,0.8510921001434326,False
FederalHomeLoanBankAdvancesMaturitiesSummaryAverageInterestRateFourToFiveYearsFromBalanceSheetDate,Other,Cost,0.4123725891113281,False
ShorttermLoanZeroThreeFiveThreeSevenZerofBLlOneThreeJpkrFiveZero,Other,Liabilities,0.3866167962551117,False
ValueOfCommonStockRepurchasedBuybackPlan,Equity,Cost,0.3691992163658142,False
PrepaidCommissionToThirdPartyPaymentChannelsCurrent,Cash Flow,Cost,0.22806431353092194,False
FinishedGoodsInventoryWithTitlePassedToCustomer,Assets,Assets,0.7011018991470337,True
ScheduleOfCondensedBalanceSheetZeroThreeFiveThreeFourZeroyFourQJkzcKgtff,Other,Income,0.16096940636634827,False
NumberOfResortsManaged,Other,Assets,0.2709556221961975,False
PercentageofRevenueCollectedforAdvertisingFund,Revenue,Revenue,0.5887442231178284,True
PercentageOfOwnershipOnOutstandingCommonStockRequiredToBecomeRelatedParty,Equity,Other,0.33526235818862915,False
BasisAdjustment,Other,Cost,0.23862101137638092,False
DerivativeWarrantLiabilityFairValue,Liabilities,Liabilities,0.7799232006072998,True
SettlementLiabilitiesAfterIssuanceOfSharesCashPaymentsAndAdjustment,Assets,Liabilities,0.9010323286056519,False
ConvertiblePromissoryNotesZeroThreeFiveThreeSixFourZeroThreeSixsXvcZeroTvZNineLrk,Other,Cost,0.2857922911643982,False
GeneralCorporateExpense,Expenses,Expenses,0.5234764814376831,True
BookValueCollateralOfGrossLoanForAssetSpecificFinancingAgreements,Assets,Assets,0.6781244277954102,True
LiabilitiesSubjectToCompromiseOtherLiabilities,Liabilities,Other,0.5587989091873169,False
FiniteLivedIntangibleAssetsAndProductDevelopmentCostAmortizedAmount,Assets,Cost,0.4724849462509155,False
ScheduleOfSegmentInformationZeroThreeFiveZeroThreeFourZeroZeroOneEightOneThreeqThreeLFouryGKyQ,Other,Other,0.2934872508049011,True
SegmentReportingInformationNetInterestIncomeIncludingFullyTaxableEquivalentAdjustment,Other,Income,0.7408589124679565,False
RevenueFromEnrollmentAndRegistrationFeesInProgram,Revenue,Revenue,0.6441218256950378,True
PaymentsForRepurchaseOfCommonTreasurySharesStockPlanExercises,Equity,Cost,0.27542757987976074,False
PercentageReductioninCumulativeCashFlows,Assets,Cash Flow,0.782585084438324,False
StockReceivedDuringPeriodValueForPaymentOfStockOptionExercises,Equity,Cost,0.29187721014022827,False
MineralPropertiesCapitalizedCostsNet,Expenses,Cost,0.5553319454193115,False
DealerManagerandDistributionFees,Other,Cost,0.20294319093227386,False
ProportionalAmortizationMethodQualifiedAffordableHousingProjectInvestmentsNetIncomeTaxBenefit,Expenses,Income,0.4339241683483124,False
LongTermUnpaidClaims,Other,Liabilities,0.5124509930610657,False
ProceedsFromSalesOfLoansAndLoansHeldforsale,Revenue,Revenue,0.5247231125831604,True
InterestOnObligationsUnderLeases,Liabilities,Liabilities,0.34948036074638367,True
NumberOfProductCategoriesOfferedMinimum,Other,Other,0.2064770609140396,True
ScheduleOfCurrentRestrictedCashAndBondReservesZeroThreeFiveOneNineZeroyQWSevenLQhWLLmW,Assets,Assets,0.20394618809223175,True
MembershipInterest,Other,Equity,0.3071763813495636,False
BorrowingsUnderDebtObligations,Liabilities,Liabilities,0.542051374912262,True
TrustPreferredSecuritiesLiquidationValue,Assets,Cost,0.21160642802715302,False
AdjustmentstoAdditionalPaidinCapitalSharebasedCompensationRestrictedStockUnitorRestrictedStockAwardVested,Equity,Cost,0.24024657905101776,False
PreferredStockAccretionOfRedemptionDiscount,Equity,Assets,0.45540761947631836,False
NonCashAccountsPayableAndAccruedExpensesConvertedToStock,Expenses,Expenses,0.6182401180267334,True
AccruedExpensesAndOtherPayablesZeroThreeFiveThreeEightZeroTwoVMTMzPrRJEightH,Expenses,Other,0.4263871908187866,False
GeneralAndAdministrativeExpenseExcludingRelatedPartyExpense,Expenses,Expenses,0.5390518307685852,True
NumberOfStatesThatIssuePropertyAndCasualtyPolicies,Assets,Liabilities,0.40656813979148865,False
GoldenWideInternationalLimitedGWILHongKongALimitedLiabilityCompany,Liabilities,Liabilities,0.7104968428611755,True
FutureSubleaseIncomeInYearFive,Other,Income,0.7744798064231873,False
ImpairmentOfLonglivedAssetsAndOtherIntangibleAssetsHeldforuse,Expenses,Assets,0.529383659362793,False
EffectOfDilutiveSecuritiesOnNetIncomeLoss,Assets,Income,0.5236095190048218,False
FairValueInputsControlPremium,Other,Assets,0.20651693642139435,False
IssuanceOrCreditOfStockForServices,Equity,Equity,0.24535955488681793,True
ProceedsFromIssuanceOfMortgageLoanParticipationCertificates,Cash Flow,Revenue,0.4760966897010803,False
LoansAndLeasesImpairedNonperformingAccrualAndNonaccrual,Other,Liabilities,0.5619303584098816,False
DebtSecuritiesCarriedAtFairValueAmortizedCost,Assets,Cost,0.810505747795105,False
UnderwritersDiscountPercentage,Other,Cost,0.35561707615852356,False
CommercialLoansForeign,Other,Other,0.6834399700164795,True
StandbyLettersOfCreditFairValueDisclosure,Other,Cost,0.17464902997016907,False
Accruedvolumeincentivescurrent,Other,Income,0.17772947251796722,False
ExecutionAndClearing,Other,Assets,0.21062017977237701,False
NumberOfTerritories,Other,Other,0.1832280457019806,True
ExpensesPaidOnBehalfOfCompanySubscriptionReceivable,Expenses,Expenses,0.7561283707618713,True
NetOperatingLossExpiringOnSpecifiedDateTwoIfNotUtilized,Other,Cost,0.2326602190732956,False
SpinoffCostsIncludedinContinuingandDiscontinuedOperations,Expenses,Cost,0.5598649382591248,False
NoncashInvestingAndFinancingStockIssuedNetOfWithholding,Assets,Other,0.2289895862340927,False
ReversalAllowanceForDoubtfulOtherReceivablesCurrent,Assets,Other,0.72059166431427,False
ThresholdBeneficialOwnerPercentageDeterminingWithholdingIncomeTaxRate,Income,Income,0.6536902189254761,True
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,Assets,Other,0.535424530506134,False
SeriesFAdjustmentToTransferAgentRecords,Other,Assets,0.19624628126621246,False
ChargebackReservesGoods,Other,Cost,0.34776023030281067,False
OtherIncome,Other,Other,0.6492711305618286,True
CollateralPostingClearing,Other,Other,0.4095662534236908,True
WeightedAverageNumberofSharesOutstandingExchangeable,Equity,Equity,0.34718167781829834,True
ScheduleOfConvertibleDebtZeroThreeFiveThreeThreeZeroRrxQvSMDLGpz,Liabilities,Cost,0.464314341545105,False
RelatedPartyTransactionDefinitionOfRelatedPartyCapitalStockPercentage,Equity,Cost,0.312684029340744,False
EquipmentAndVehiclesYardAndFieldDepreciableLivesFrom3To15Years,Assets,Liabilities,0.2657768428325653,False
BalanceAtEndOfPeriod,Other,Equity,0.4574356973171234,False
IncreaseDecreaseInManagementFeesRecivable,Other,Revenue,0.22159463167190552,False
TemporarilyImpairedAndOtherThanTemporarilyImpairedSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,Assets,Other,0.8522985577583313,False
ExpectedTerm,Other,Cost,0.15838311612606049,False
OilPrice,Other,Cost,0.8170658946037292,False
RepurchaseOfCommonStockOnAccount,Equity,Cost,0.2554202377796173,False
MgpSiteContingencyCount,Other,Cost,0.2181064784526825,False
FairValueOptionUnfundedLendingCommitmentsContractualAmount,Other,Liabilities,0.23176302015781403,False
ProceedsFromIssuanceOfAssetBackedNotesNetOfOriginalIssueDiscount,Assets,Assets,0.7577728629112244,True
NumberOfAdditionalDentalClinicsOpened,Other,Assets,0.35670122504234314,False
DeferredTaxLiabilitiesEmployeeStockOptionPurchase,Liabilities,Liabilities,0.8859405517578125,True
PercentageOfInterestAcquiredInASingleClinic,Other,Equity,0.2358892410993576,False
NetIncomeLossAttributabletoConvertibleNoncontrollingInterest,Income,Income,0.33006229996681213,True
AvailableLinesOfCreditForLoansAndCreditCardsToAffiliates,Other,Cost,0.15038496255874634,False
CapitalCommitments,Equity,Cost,0.5709055662155151,False
AmortizationOfStockOptionExpense,Expenses,Expenses,0.5972771644592285,True
NonCashTransactionDuringPeriod,Assets,Other,0.5686004757881165,False
UnamortizedCompensationCostRelatedToUnvestedStockOptionAwards,Equity,Cost,0.7454606890678406,False
PreferredStockSeriesAOutstanding,Equity,Assets,0.32398420572280884,False
EmployeeStockOwnershipPlanSharesAllocatedDuringPeriod,Equity,Assets,0.435300350189209,False
UnamortizedDeferredFinanceCosts,Expenses,Cost,0.6515766978263855,False
AdjustmentsToAdditionalPaidInCapitalWarrantIssuedForProfessionalServices,Equity,Cost,0.31350967288017273,False
PercentageOfDeferredOriginationFees,Liabilities,Cost,0.3488435447216034,False
EscrowDepositsOther,Other,Other,0.8447524905204773,True
ManagementAndOtherFeesFromAffiliates,Other,Other,0.448393315076828,True
InvestmentinLowIncomeHousingProjects,Assets,Income,0.34393396973609924,False
StockRepurchasedAndRetiredOrNewlyIssuedDuringPeriodNetValue,Equity,Assets,0.25611448287963867,False
ScheduleOfDisposalGroupsIncludingDiscontinuedOperationsIncomeStatementBalanceSheetAndAdditionalDisclosuresZeroThreeFiveZeroNineFourZeroZeroSevenEightmRMhJJgvNSixTwo,Other,Income,0.4793473780155182,False
ChangesInComponentsOfWorkingCapitalAssociatedWithInvestingActivities,Equity,Cost,0.25409936904907227,False
ReduceRoyaltiesPercentageAfterNetSalesOfLicensedProducts,Revenue,Revenue,0.35683876276016235,True
ConvertibleLoanAgreementsZeroThreeFiveZeroThreeZeroZLZxWdtZeroxZMr,Other,Cost,0.3232235312461853,False
FairValueLevel1ToLevel3TransfersAmount,Other,Assets,0.16247648000717163,False
HealthCareBenefitsEligibleEmployeeNumberOfPointsMinimum,Other,Other,0.19550281763076782,True
OwnershipInterestInSubsidiary,Other,Other,0.4787680208683014,True
GasRevenue,Revenue,Revenue,0.8700172901153564,True
EquitySecuritiesandPreferredStockUnrealizedAppreciationDepreciation,Expenses,Equity,0.6307358145713806,False
NonFarmNonResidential,Other,Other,0.8725758194923401,True
ScheduleOfIncomeBeforeIncomeTaxDomesticAndForeignZeroThreeFiveFourFourZeroTwoHgrWsSevengQpPSeven,Income,Income,0.6673728823661804,True
DisposalGroupIncludingDiscontinuedOperationDueToRelatedParty,Other,Other,0.707850456237793,True
PercentageOfOccupancyUnderConditionTwo,Other,Assets,0.16918233036994934,False
IncreaseDecreaseInAccruedExpensesAndOtherCurrentLiabilitiesRelatedParties,Expenses,Liabilities,0.4400429427623749,False
ReturnOnAverageAssets,Assets,Assets,0.9242410063743591,True
FiberMiles,Other,Assets,0.22382637858390808,False
Franchisefeesexpectedcumulativecatchupadjustment,Other,Expenses,0.32706907391548157,False
InvestmentsDistributions,Assets,Assets,0.5257390737533569,True
PaymentsOfDividends,Equity,Income,0.3938688635826111,False
TroubledDebtFinancingReceivableModificationPerformingAccordingToModifiedTerms,Assets,Cost,0.2715703845024109,False
IncreaseDecreaseInAccountsReceivableCurrentAndNoncurrent,Assets,Other,0.39607977867126465,False
DisposalGroupIncludingDiscontinuedOperationGovernmentSubsidiesCurrent,Other,Other,0.34465405344963074,True
DerivativeFairValueOfDerivativeAssetNotOffsetAgainstDerivativeAssets,Assets,Assets,0.811221718788147,True
BankServiceCharges,Other,Cost,0.6360684037208557,False
InterestbearingTimeDeposits250000orMore,Other,Cost,0.37764111161231995,False
CashCollateralfromDerivativeCounterparty,Assets,Cost,0.3022628724575043,False
GuaranteeObligationsMaximumExposureCollateralized,Liabilities,Liabilities,0.4920218884944916,True
GainLossOnDispositionOfBusinessAndInvestment,Assets,Liabilities,0.26594120264053345,False
ForeclosedRealEstateExpenseIncome,Expenses,Expenses,0.32006779313087463,True
PercentageOfAssetsLiabilitiesRevenuesExpensesAndCashFlowsConsolidatedAndDiscussed,Revenue,Liabilities,0.43131929636001587,False
CovenantsLimitAmountOfSecuredIndebtednessThatWeMayIncurAndLimitAmountOfAttributableDebtInSaleLeasebackTransactionsToPercentageOfNetTangibleAssets,Assets,Assets,0.5871075987815857,True
PerformingAndNonperformingLoans,Other,Liabilities,0.41683071851730347,False
ResidentialMortgageLoansServicedForThirdParties,Other,Cost,0.2510140538215637,False
NetIncomeLossIncludingPortionAttributableToNoncontrollingInterestBeforeAllocationToTemporaryEquities,Income,Equity,0.3493887782096863,False
IntangibleLiabilitiesNonCurrentNetExcludingGoodwill,Assets,Liabilities,0.883645236492157,False
ProceedsFromRepaymentsOfIntercompanyShortTermBorrowings,Cash Flow,Revenue,0.2592262923717499,False
ScheduleOfAllowanceForDoubtfulAccountsZeroThreeFiveFourFourZeroNMPzzSevenxFournDBX,Other,Other,0.17904746532440186,True
OtherPayablesToAffiliatedCompanies,Liabilities,Other,0.7848060727119446,False
OptionsOutstandingContractualLifeInYears,Other,Other,0.2789136469364166,True
CommissionsAndAmortizationOfDeferredPolicyAcquisitionCosts,Expenses,Cost,0.6071556806564331,False
DebtInstrumentInterestRateEffectivePercentage7,Liabilities,Cost,0.5193082094192505,False
NoncashorPartNoncashAcquisitionFederalHomeLoanBankStock,Assets,Other,0.5761821269989014,False
ManagementFeesPayable,Liabilities,Cost,0.3182016909122467,False
AccretionOfOtherComprehensiveIncomeLossTransfersFromAvailableForSaleSecuritiesToHeldToMaturityTax,Revenue,Other,0.7457495331764221,False
NumberOfParcelsOfLandHeldForSale,Other,Assets,0.460467666387558,False
NonimpairedPurchasedLoansCarryingValueCovered,Other,Liabilities,0.30901291966438293,False
RevenuefromBeginningDeferredRevenue,Revenue,Revenue,0.8416783809661865,True
LoansAndLeasesReceivableNetOfDeferredIncomeExcludingAcquiredLoans,Assets,Liabilities,0.4423677623271942,False
DecreaseInFairValueOfContingentConsiderationFromProbabilityAdjustedRevenue,Revenue,Revenue,0.8251135349273682,True
PaymentsForExpensesRelatedToSaleOfBuildings,Expenses,Expenses,0.5119354128837585,True
ScheduleOfSegmentReportingInformationBySegmentFromContinuingOperationsZeroThreeFiveThreeFourZeroxdgsTwokDSevenynJq,Other,Other,0.17539934813976288,True
WholesaleRevenue,Revenue,Revenue,0.7866591811180115,True
RecoveryOfLoanLosses,Other,Liabilities,0.5599549412727356,False
ProceedsfromPaymentforSettlementofDerivatives,Cash Flow,Revenue,0.4330821931362152,False
NetSettlementOfRestrictedCommonStock,Equity,Assets,0.21246638894081116,False
MutualFundsEquity,Equity,Equity,0.7435012459754944,True
AgingAccountsReceivable4To6MonthsPastDue,Assets,Revenue,0.4040500819683075,False
ScheduleOfDisclosureOfSharebasedCompensationArrangementsBySharebasedPaymentAwardZeroThreeFiveThreeThreeZerobpBKNGlwKrCb,Cash Flow,Income,0.16119572520256042,False
AvailableForSaleSecuritiesGrossUnrealizedLossesPercentage,Revenue,Liabilities,0.2813369333744049,False
NetProceedsFromFactor,Cash Flow,Revenue,0.2982882559299469,False
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,Liabilities,Cost,0.4431460201740265,False
PaymentsToInvestInDecommissioningFund,Cash Flow,Cost,0.2648950517177582,False
LongTermDebtWeightedAverageMaturityInYears,Liabilities,Cost,0.5168032050132751,False
PotentialAntidilutiveSecuritiesExcludedfromFutureComputationsofEarningsAmount,Assets,Income,0.27827969193458557,False
PaymentsForInterestBearingDepositsInOtherBanks,Cash Flow,Other,0.757209837436676,False
CompanyIssuedSharesOfItRestrictedCommonStockAtAFairValue,Equity,Assets,0.24300822615623474,False
SharesOfSanLotusHoldingIncBviCompanyAcquired,Equity,Equity,0.34115344285964966,True
OnlineGameServicesRevenue,Revenue,Revenue,0.6164333820343018,True
LimitedPartnersCapitalAccountClassHUnits,Equity,Cost,0.2850273847579956,False
OtherInvestmentSecuritiesatCostAmortizedCostBasis,Assets,Other,0.6250799894332886,False
Effectiveincometaxratereconciliationforeignpermanentdifferencesamount,Income,Other,0.374759316444397,False
FairValueOptionLiabilitiesFairValueBalance,Liabilities,Liabilities,0.9215433597564697,True
OtherLongTermAssetsCondensedConsolidating,Assets,Other,0.8252242207527161,False
ConvertibleDebenturesAndDeferredFinancingCostsZeroThreeFiveZeroTwoZerocZeroPXmFiveCkJTwoNg,Expenses,Cost,0.8745701909065247,False
PaymentsforDeferredProjectCosts,Expenses,Cost,0.6670209765434265,False
StockIssuedDuringPeriodSharesNewIssuesEmployeeExchange,Equity,Assets,0.29257065057754517,False
RepaymentsOfPremiumToRedeemBonds,Cash Flow,Cost,0.3133776783943176,False
MarketableSecuritiesGrossUnrealizedLosses2,Assets,Liabilities,0.43229174613952637,False
IncreaseDecreaseInCustomerPayables,Liabilities,Expenses,0.23453956842422485,False
OtherComprehensiveIncomeLossEffectsOfDeferredPolicyAcquisionCostsAndCostsOfCustomerRelationshipsAcquiredNetOfTaxPortionAttributableToParent,Expenses,Other,0.7945369482040405,False
CommonStockTenderedAsConsideration,Equity,Assets,0.3555355370044708,False
OtherComprehensiveIncomeLossAmortizationOfUnrealizedGainLossOnSecuritiesTransferredToHeldToMaturity,Expenses,Other,0.8081867098808289,False
AdditionalPaymentThatCanBeTriggeredDuringInitialFiveYearsFollowingTransactionPaymentSix,Cash Flow,Other,0.6595664620399475,False
PrepaidReinsurancePremiums,Other,Cost,0.4267951250076294,False
TaxCreditsReceivableNoncurrent,Assets,Other,0.61497962474823,False
AssetsContinuingOperations,Assets,Assets,0.9311997890472412,True
IncreaseDecreaseInBillingsExcessOfCostsAndEstimatedEarnings,Expenses,Cost,0.4128696918487549,False
ResearchAndDevelopmentCost,Cost,Cost,0.6360670924186707,True
Initialunamortizeddebtdiscountatissuance,Liabilities,Cost,0.45514094829559326,False
PurchasePriceAndIndemnificationRelatedToPurchaseOfSubsidiary,Cash Flow,Cost,0.5713634490966797,False
CommonStockIssuedToAnnihilyzerPricePerShare,Equity,Cost,0.5088151693344116,False
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFavorableUnfavorableLease,Assets,Liabilities,0.6695087552070618,False
PropertyPlantAndEquipmentGrossExcludingConstructionInProgress,Assets,Assets,0.30548033118247986,True
ProceedsFromIssuanceOfContingentlyRedeemableEquity,Equity,Equity,0.8838425278663635,True
UnrecognizedCompensationExpenseRelatedToTheOptionsIssuedInDecember2014,Expenses,Expenses,0.4239828288555145,True
CapitalInvestment,Assets,Assets,0.38116827607154846,True
BulkRevenue,Revenue,Revenue,0.8996531963348389,True
PercentageOfLongLivedAssetsByGeographicSegment,Assets,Assets,0.8484504818916321,True
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareDueToLossIncurredAmount,Assets,Liabilities,0.23645469546318054,False
StatutoryAccountingPracticesDividendsPaidWithApprovalOfRegulatoryAgency,Equity,Income,0.18554633855819702,False
PaymentsToAcquireInterestInJointVentureAdditionalInvestment,Assets,Cost,0.3229810893535614,False
AllowanceForLoansRecoveriesOfBadDebtsTDR,Liabilities,Liabilities,0.3245633840560913,True
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccountsAndDeferredRevenue,Revenue,Assets,0.5491123199462891,False
IntangibleAssetsWrittenoffRelatedtoSaleofBusinessUnit,Assets,Assets,0.7051253318786621,True
CommonSharesAndWarrantsZeroThreeFourNineSixZerozSNineGTwoFcTtbFiver,Equity,Cost,0.24435023963451385,False
PostretirementLiabilityActivity,Liabilities,Liabilities,0.7864032983779907,True
SharesIssuedForExerciseOfWarrant,Equity,Other,0.20853878557682037,False
ScheduleOfShorttermDebtZeroThreeFiveTwoFiveZeroZeroFKkPFourTEightGJsEight,Liabilities,Cost,0.36821532249450684,False
CashTaxDistributionsWhollyOwnedSubsidiaryToClassBShareholders,Assets,Cost,0.2071315199136734,False
NonCashChangeInExitActivitiesAndRestructuringLiability,Assets,Liabilities,0.7166280746459961,False
DeferredCostsCurrentAndNoncurrentAcquired,Expenses,Cost,0.4576863646507263,False
NewSevenyearPlanofEligibleInvestmentsUnderTDSICAmountofInvestment,Assets,Cost,0.24352161586284637,False
CapitalContributiontoSubsidiary,Equity,Cost,0.5314147472381592,False
TransitionalandSkilledServicesandAssistantandIndependentLivingCampuses,Other,Other,0.4241345226764679,True
PercentageOfResidualMarketBusinessWrittenDirectlyForMandatoryPoolsAndCededBackToMandatoryPools,Other,Revenue,0.21137142181396484,False
RoyaltyAndFranchiseIncome,Other,Income,0.6823363304138184,False
TheCompanyHadInPrepaidRent_PrepaidEquipment,Assets,Assets,0.2613677382469177,True
FairValueofAcquireeEquityAwardsnotEarnedasofMergerDate,Equity,Equity,0.6889274716377258,True
RestructuredLoansModifiedByReductionInInterest,Other,Cost,0.24940156936645508,False
EquityMethodInvestmentSummarizedFinancialInformationRealizedGainLossonInvestmentsandSecuredBorrowings,Assets,Equity,0.9001976251602173,False
GainLossonInvestmentsandDerivatives,Assets,Liabilities,0.32248085737228394,False
MilestonePaymentReceivableUponReceiptOfRegulatoryApprovalOfProduct,Assets,Revenue,0.34733036160469055,False
IncomeTaxReconciliationChangeInDeferredTaxRate,Liabilities,Income,0.8837156295776367,False
IncreaseDecreaseInDistributorRevenue,Revenue,Revenue,0.7246987819671631,True
NonInventoryLoanThresholdLimitForReviewByAuditCommittee,Assets,Other,0.5260341763496399,False
PercentageOfClaimNetSmelterReturn,Other,Revenue,0.21330733597278595,False
AccountsPayableAndAccountsPayableRelatedPartiesCurrent,Liabilities,Other,0.394603967666626,False
PercentageOfVotingInterestControlledByNonChairmanMemberOfTheControllingStockholderEntity,Equity,Other,0.3819531798362732,False
AdjustmentsToAdditionalPaidInCapitalTaxShortfallFromShareBasedCompensation,Equity,Cost,0.3829885721206665,False
ScheduleOfEarningsPerShareBasicAndDilutedZeroThreeFourNineEightZerolOnecSevenpTyZvqPH,Income,Income,0.45908185839653015,True
